model,name,state,transient,info
mail.activity.mixin,Activity Mixin,base,False," Mail Activity Mixin is a mixin class to use if you want to add activities
    management on a model. It works like the mail.thread mixin. It defines
    an activity_ids one2many field toward activities using res_id and res_model_id.
    Various related / computed fields are also added to have a global status of
    activities on documents.

    Activities come with a new JS widget for the form view. It is integrated in the
    Chatter widget although it is a separate widget. It displays activities linked
    to the current record and allow to schedule, edit and mark done activities.
    Just include field activity_ids in the div.oe-chatter to use it.

    There is also a kanban widget defined. It defines a small widget to integrate
    in kanban vignettes. It allow to manage activities directly from the kanban
    view. Use widget=""kanban_activity"" on activitiy_ids field in kanban view to
    use it.

    Some context keys allow to control the mixin behavior. Use those in some
    specific cases like import

     * ``mail_activity_automation_skip``: skip activities automation; it means
       no automated activities will be generated, updated or unlinked, allowing
       to save computation and avoid generating unwanted activities;
    "
mail.activity.type,Activity Type,base,False," Activity Types are used to categorize activities. Each type is a different
    kind of activity e.g. call, mail, meeting. An activity can be generic i.e.
    available for all models using activities; or specific to a model in which
    case res_model field should be used. "
mail.alias,Email Aliases,base,False,"A Mail Alias is a mapping of an email address with a given Odoo Document
       model. It is used by Odoo's mail gateway when processing incoming emails
       sent to the system. If the recipient address (To) of the message matches
       a Mail Alias, the message will be either processed following the rules
       of that alias. If the message is a reply it will be attached to the
       existing discussion on the corresponding record, otherwise a new
       record of the corresponding model will be created.

       This is meant to be used in combination with a catch-all email configuration
       on the company's mail server, so that as soon as a new mail.alias is
       created, it becomes immediately usable and Odoo will accept email for it.
     "
mail.alias.mixin,Email Aliases Mixin,base,False," A mixin for models that inherits mail.alias. This mixin initializes the
        alias_id column in database, and manages the expected one-to-one
        relation between your model and mail aliases.
    "
mail.blacklist,Mail Blacklist,base,False, Model of blacklisted email addresses to stop sending emails.
mail.blacklist.remove,Remove email from blacklist wizard,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
mail.bot,Mail Bot,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
mail.channel,Discussion Channel,base,False," Chat Session
        Reprensenting a conversation between users.
        It extends the base method for anonymous usage.
    "
mail.channel.member,Listeners of a Channel,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.channel.rtc.session,Mail RTC session,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.compose.message,Email composition wizard,base,True," Generic message composition wizard. You may inherit from this wizard
        at model and view levels to provide specific features.

        The behavior of the wizard depends on the composition_mode field:
        - 'comment': post on a record. The wizard is pre-populated via ``get_record_data``
        - 'mass_mail': wizard in mass mailing mode where the mail details can
            contain template placeholders that will be merged with actual data
            before being sent to each recipient.
    "
mail.composer.mixin,Mail Composer Mixin,base,False," Mixin used to edit and render some fields used when sending emails or
    notifications based on a mail template.

    Main current purpose is to hide details related to subject and body computation
    and rendering based on a mail.template. It also give the base tools to control
    who is allowed to edit body, notably when dealing with templating language
    like inline_template or qweb.

    It is meant to evolve in a near future with upcoming support of qweb and fine
    grain control of rendering access.
    "
mail.followers,Document Followers,base,False," mail_followers holds the data related to the follow mechanism inside
    Odoo. Partners can choose to follow documents (records) of any kind
    that inherits from mail.thread. Following documents allow to receive
    notifications for new messages. A subscription is characterized by:

    :param: res_model: model of the followed objects
    :param: res_id: ID of resource (may be 0 for every objects)
    "
mail.gateway.allowed,Mail Gateway Allowed,base,False,"List of trusted email address which won't have the quota restriction.

    The incoming emails have a restriction of the number of records they can
    create with alias, defined by the 2 systems parameters;
    - mail.gateway.loop.minutes
    - mail.gateway.loop.threshold

    But we might have some legit use cases for which we want to receive a ton of emails
    from an automated-source. This model stores those trusted source and this restriction
    won't apply to them.
    "
mail.guest,Guest,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.ice.server,ICE server,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.link.preview,Store link preview data,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.mail,Outgoing Mails,base,False," Model holding RFC2822 email messages to send. This model also provides
        facilities to queue and send new email messages.  "
mail.message,Message,base,False," Override MailMessage class in order to add a new type: SMS messages.
    Those messages comes with their own notification method, using SMS
    gateway. "
mail.message.reaction,Message Reaction,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.message.schedule,Scheduled Messages,base,False," Mail message notification schedule queue.

    This model is used to store the mail messages scheduled. So we can
    delay the sending of the notifications. A scheduled date field already
    exists on the <mail.mail> but it does not allow us to delay the sending
    of the <bus.bus> notifications.
    "
mail.message.subtype,Message subtypes,base,False," Class holding subtype definition for messages. Subtypes allow to tune
        the follower subscription, allowing only some subtypes to be pushed
        on the Wall. "
mail.notification,Message Notifications,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.render.mixin,Mail Render Mixin,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
mail.resend.message,Email resend wizard,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
mail.resend.partner,Partner with additional information for mail resend,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
mail.shortcode,Canned Response / Shortcode,base,False," Shortcode
        Canned Responses, allowing the user to defined shortcuts in its message. Should be applied before storing message in database.
        Emoji allowing replacing text with image for visual effect. Should be applied when the message is displayed (only for final rendering).
        These shortcodes are global and are available for every user.
    "
mail.template,Email Templates,base,False,Templates for sending email
mail.template.preview,Email Template Preview,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
mail.template.reset,Mail Template Reset,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
mail.thread,Email Thread,base,False," mail_thread model is meant to be inherited by any model that needs to
        act as a discussion topic on which messages can be attached. Public
        methods are prefixed with ``message_`` in order to avoid name
        collisions with methods of the models that will inherit from this class.

        ``mail.thread`` defines fields used to handle and display the
        communication history. ``mail.thread`` also manages followers of
        inheriting classes. All features and expected behavior are managed
        by mail.thread. Widgets has been designed for the 7.0 and following
        versions of Odoo.

        Inheriting classes are not required to implement any method, as the
        default implementation will work for any model. However it is common
        to override at least the ``message_new`` and ``message_update``
        methods (calling ``super``) to add model-specific behavior at
        creation and update of a thread when processing incoming emails.

        Options:
            - _mail_flat_thread: if set to True, all messages without parent_id
                are automatically attached to the first message posted on the
                resource. If set to False, the display of Chatter is done using
                threads, and no parent_id is automatically set.

    MailThread features can be somewhat controlled through context keys :

     - ``mail_create_nosubscribe``: at create or message_post, do not subscribe
       uid to the record thread
     - ``mail_create_nolog``: at create, do not log the automatic '<Document>
       created' message
     - ``mail_notrack``: at create and write, do not perform the value tracking
       creating messages
     - ``tracking_disable``: at create and write, perform no MailThread features
       (auto subscription, tracking, post, ...)
     - ``mail_notify_force_send``: if less than 50 email notifications to send,
       send them directly instead of using the queue; True by default
    "
mail.thread.blacklist,Mail Blacklist mixin,base,False," Mixin that is inherited by all model with opt out. This mixin stores a normalized
    email based on primary_email field.

    A normalized email is considered as :
        - having a left part + @ + a right part (the domain can be without '.something')
        - being lower case
        - having no name before the address. Typically, having no 'Name <>'
    Ex:
        - Formatted Email : 'Name <NaMe@DoMaIn.CoM>'
        - Normalized Email : 'name@domain.com'

    The primary email field can be specified on the parent model, if it differs from the default one ('email')
    The email_normalized field can than be used on that model to search quickly on emails (by simple comparison
    and not using time consuming regex anymore).

    Using this email_normalized field, blacklist status is computed.

    Mail Thread capabilities are required for this mixin. "
mail.thread.cc,Email CC management,base,False," mail_thread model is meant to be inherited by any model that needs to
        act as a discussion topic on which messages can be attached. Public
        methods are prefixed with ``message_`` in order to avoid name
        collisions with methods of the models that will inherit from this class.

        ``mail.thread`` defines fields used to handle and display the
        communication history. ``mail.thread`` also manages followers of
        inheriting classes. All features and expected behavior are managed
        by mail.thread. Widgets has been designed for the 7.0 and following
        versions of Odoo.

        Inheriting classes are not required to implement any method, as the
        default implementation will work for any model. However it is common
        to override at least the ``message_new`` and ``message_update``
        methods (calling ``super``) to add model-specific behavior at
        creation and update of a thread when processing incoming emails.

        Options:
            - _mail_flat_thread: if set to True, all messages without parent_id
                are automatically attached to the first message posted on the
                resource. If set to False, the display of Chatter is done using
                threads, and no parent_id is automatically set.

    MailThread features can be somewhat controlled through context keys :

     - ``mail_create_nosubscribe``: at create or message_post, do not subscribe
       uid to the record thread
     - ``mail_create_nolog``: at create, do not log the automatic '<Document>
       created' message
     - ``mail_notrack``: at create and write, do not perform the value tracking
       creating messages
     - ``tracking_disable``: at create and write, perform no MailThread features
       (auto subscription, tracking, post, ...)
     - ``mail_notify_force_send``: if less than 50 email notifications to send,
       send them directly instead of using the queue; True by default
    "
mail.thread.phone,Phone Blacklist Mixin,base,False," Purpose of this mixin is to offer two services

      * compute a sanitized phone number based on ´´_sms_get_number_fields´´.
        It takes first sanitized value, trying each field returned by the
        method (see ``MailThread._sms_get_number_fields()´´ for more details
        about the usage of this method);
      * compute blacklist state of records. It is based on phone.blacklist
        model and give an easy-to-use field and API to manipulate blacklisted
        records;

    Main API methods

      * ``_phone_set_blacklisted``: set recordset as blacklisted;
      * ``_phone_reset_blacklisted``: reactivate recordset (even if not blacklisted
        this method can be called safely);
    "
mail.tracking.value,Mail Tracking Value,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
mail.wizard.invite,Invite wizard,base,True, Wizard to invite partners (or channels) and make them followers. 
payment.icon,Payment Icon,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
payment.link.wizard,Generate Sales Payment Link,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
payment.provider,Payment Provider,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
payment.provider.onboarding.wizard,Payment provider onboarding wizard,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
payment.refund.wizard,Payment Refund Wizard,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
payment.token,Payment Token,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
payment.transaction,Payment Transaction,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
phone.blacklist,Phone Blacklist,base,False, Blacklist of phone numbers. Used to avoid sending unwanted messages to people. 
phone.blacklist.remove,Remove phone from blacklist,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
picking.label.type,Choose whether to print product or lot/sn labels,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
portal.mixin,Portal Mixin,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
portal.share,Portal Sharing,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
portal.wizard,Grant Portal Access,base,True,"
        A wizard to manage the creation/removal of portal users.
    "
portal.wizard.user,Portal User Config,base,True,"
        A model to configure users in the portal wizard.
    "
privacy.log,Privacy Log,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
privacy.lookup.wizard,Privacy Lookup Wizard,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
privacy.lookup.wizard.line,Privacy Lookup Wizard Line,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
procurement.group,Procurement Group,base,False,"
    The procurement group class is used to group products together
    when computing procurements. (tasks, physical products, ...)

    The goal is that when you have one sales order of several products
    and the products are pulled from the same or several location(s), to keep
    having the moves grouped into pickings that represent the sales order.

    Used in: sales order (to group delivery order lines like the so), pull/push
    rules (to pack like the delivery order), on orderpoints (e.g. for wave picking
    all the similar products together).

    Grouping is made only if the source and the destination is the same.
    Suppose you have 4 lines on a picking from Output where 2 lines will need
    to come from Input (crossdock) and 2 lines coming from Stock -> Output As
    the four will have the same group ids from the SO, the move from input will
    have a stock.picking with 2 grouped lines and the move from stock will have
    2 grouped lines also.

    The name is usually the name of the original document (sales order) or a
    sequence computed if created manually.
    "
product.attribute,Product Attribute,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.attribute.custom.value,Product Attribute Custom Value,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.attribute.value,Attribute Value,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.category,Product Category,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.label.layout,Choose the sheet layout to print the labels,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
product.packaging,Product Packaging,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.pricelist,Pricelist,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.pricelist.item,Pricelist Rule,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.product,Product Variant,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.removal,Removal Strategy,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.replenish,Product Replenish,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
product.supplierinfo,Supplier Pricelist,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.tag,Product Tag,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.template,Product,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.template.attribute.exclusion,Product Template Attribute Exclusion,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
product.template.attribute.line,Product Template Attribute Line,base,False,"Attributes available on product.template with their selected values in a m2m.
    Used as a configuration model to generate the appropriate product.template.attribute.value"
product.template.attribute.value,Product Template Attribute Value,base,False,"Materialized relationship between attribute values
    and product template generated by the product.template.attribute.line"
project.collaborator,Collaborators in project shared,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.milestone,Project Milestone,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.project,Project,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.project.stage,Project Stage,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.share.wizard,Project Sharing,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
project.tags,Project Tags,base,False, Tags of project's tasks 
project.task,Task,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.task.burndown.chart.report,Burndown Chart,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
project.task.recurrence,Task Recurrence,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.task.stage.personal,Personal Task Stage,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.task.type,Task Stage,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
project.task.type.delete.wizard,Project Stage Delete Wizard,base,True," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    "
project.update,Project Update,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
publisher_warranty.contract,Publisher Warranty Contract,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
purchase.bill.union,Purchases & Bills Union,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
purchase.order,Purchase Order,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
purchase.order.line,Purchase Order Line,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
purchase.report,Purchase Report,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
rating.mixin,Rating Mixin,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
rating.parent.mixin,Rating Parent Mixin,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
rating.rating,Rating,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
report.account.report_hash_integrity,Get hash integrity result as PDF.,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.account.report_invoice,Account report without payment lines,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.account.report_invoice_with_payments,Account report with payment lines,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.base.report_irmodulereference,Module Reference Report (base),base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.layout,Report Layout,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
report.paperformat,Paper Format Config,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
report.product.report_pricelist,Pricelist Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.product.report_producttemplatelabel,Product Label Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.product.report_producttemplatelabel_dymo,Product Label Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.project.task.user,Tasks Analysis,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
report.stock.label_lot_template_view,Lot Label Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.stock.label_product_product_view,Product Label Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.stock.quantity,Stock Quantity Report,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
report.stock.report_product_product_replenishment,Stock Replenishment Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.stock.report_product_template_replenishment,Stock Replenishment Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.stock.report_reception,Stock Reception Report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
report.stock.report_stock_rule,Stock rule report,base,False,"
    Updates the base class to support setting xids directly in create by
    providing an ""id"" key (otherwise stripped by create) during an import
    (which should strip 'id' from the input data anyway)
    "
res.bank,Bank,base,False," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    "
res.company,Companies,base,False,Populate factory part for the accountings applications of res.company.
res.config,Config,base,True," Base classes for new-style configuration items

    Configuration items should inherit from this class, implement
    the execute method (and optionally the cancel one) and have
    their view inherit from the related res_config_view_base view.
    "
